tweets,id,len,date,source,likes,retweets,polarity,sentiment,companies
I thought it would feel better by now I was wrong,1442772541232324610,55,2021-09-28 08:45:53,TweetDeck,507,19,0.0,neutral,None
better days ahead,1442696618122301440,41,2021-09-28 03:44:12,Twitter for iPhone,447,17,0.18611111111111112,wpositive,None
Dare i say we have the Cowboys where we want them,1442668446932680705,50,2021-09-28 01:52:15,TweetDeck,514,19,-0.1,wnegative,None
Getting down to exactly what happened in the past 18 months with the incredible tonight at 6p ET on,1442578048805740547,156,2021-09-27 19:53:03,Twitter for iPhone,196,19,0.0,neutral,None
SEC goes after meme trader for wash sale violations The SEC is watching,1442503590942330881,76,2021-09-27 14:57:11,TweetDeck,1022,80,0.0,neutral,None
Fantasy nightmares,1442495875872403463,45,2021-09-27 14:26:31,TweetDeck,30,2,-0.2,wnegative,None
could be oil underneath,1442488661140860932,47,2021-09-27 13:57:51,Twitter for iPhone,380,4,0.0,neutral,None
pulling weeds exhausting but necessary,1442488024189661187,62,2021-09-27 13:55:19,Twitter for iPhone,1598,28,0.0,neutral,None
smartest animal on Earth,1442485939029295110,50,2021-09-27 13:47:02,Twitter for iPhone,124,5,0.0,neutral,None
RT FED S ROSENGREN ANNOUNCES HE WILL RETIRE SEPT 30,1442465790570254337,72,2021-09-27 12:26:58,TweetDeck,0,28,0.0,neutral,None
We have tonight UncontrolledSpread,1442464465576935425,55,2021-09-27 12:21:42,TweetDeck,128,5,0.0,neutral,None
Vinco Ventures being run,1442457639976275975,24,2021-09-27 11:54:35,TweetDeck,295,46,0.0,neutral,None
did this versus watching Josh Allen filet me in fantasy,1442453354085449733,79,2021-09-27 11:37:33,Twitter for iPhone,635,16,0.225,wpositive,None
big day,1442452317219942401,33,2021-09-27 11:33:26,Twitter for iPhone,145,4,0.0,neutral,None
Paltack being run too these moves are pretty much all pump and dump,1442451717203898368,70,2021-09-27 11:31:03,TweetDeck,54,1,0.0,neutral,None
Red Cat today s run i wonder who is pushing it,1442448370581245952,51,2021-09-27 11:17:45,TweetDeck,95,4,0.21666666666666667,wpositive,None
tonight Uncontrolled Spread,1442412883497742336,45,2021-09-27 08:56:44,TweetDeck,27,1,0.37777777777777777,positive,None
Ahead of our annual corporate governance conference how important is it to you to check about esg first before you buy a stock,1442412700265447424,128,2021-09-27 08:56:01,TweetDeck,122,8,0.2333333333333333,wpositive,None
Tether says it wants to be more transparent Easy show us your holdings,1441911369628938243,73,2021-09-25 23:43:54,TweetDeck,1840,151,0.45000000000000007,positive,None
RT A good milestone achieved today If only we could get to 70 75 of total population fully vaccinated a dozen countries have,1441567065161322497,140,2021-09-25 00:55:46,TweetDeck,0,68,0.3032828282828283,positive,None
Apple phone is exciting the mini is amazing,1441544407761788930,44,2021-09-24 23:25:44,TweetDeck,872,36,0.21818181818181817,wpositive,Apple
It s extraordinary to me that i have so many new viewers who seem to watch me to make funny pictures of me It s like of like a vast cretin kindergarten with mayhem and bullying and shamelessness that Jimmy Chill kind of likes b c it s 1 against 1000 and i like the odds,1441544271908143117,270,2021-09-24 23:25:11,TweetDeck,674,15,0.2,wpositive,None
cook I have never had so much fun with a new phone It s a treasure trove of excitement and quality Thank you Apple,1441537216522694656,148,2021-09-24 22:57:09,TweetDeck,291,15,0.3181818181818182,positive,Apple
shameful really,1441529772262117380,44,2021-09-24 22:27:34,TweetDeck,100,10,0.7,spositive,None
new phone 13 love,1441520003849752576,46,2021-09-24 21:48:45,Twitter for iPhone,2711,79,0.0,neutral,None
Good stuff,1441519719899549703,35,2021-09-24 21:47:38,TweetDeck,24,0,0.8,spositive,None
i will kick it off,1441518380721205254,43,2021-09-24 21:42:18,Twitter for iPhone,131,4,0.0,neutral,None
i might have a great five names,1441518207945297920,55,2021-09-24 21:41:37,Twitter for iPhone,62,1,0.0,neutral,None
how about me,1441518007528820736,38,2021-09-24 21:40:49,Twitter for iPhone,76,2,0.0,neutral,None
am i diversified,1441517908178268167,41,2021-09-24 21:40:26,Twitter for iPhone,99,2,0.175,wpositive,None
prepping for tonight s show,1441515503844044804,54,2021-09-24 21:30:52,Twitter for iPhone,165,5,-0.3125,negative,None
Pioneer Nat wow but goes higher,1441476163893878785,36,2021-09-24 18:54:33,TweetDeck,38,1,0.0,neutral,None
is there anything i mean anything that would make the crypto bulls turn bearish,1441467067262251008,82,2021-09-24 18:18:24,TweetDeck,462,27,0.2,wpositive,None
you can learn from any publication This stock is a buy,1441450021006815234,80,2021-09-24 17:10:40,TweetDeck,62,3,-0.4444444444444444,negative,None
Let s say you believe in Nike about China it would be much smarter to buy Apple which is not supply constrained,1441441203548037122,113,2021-09-24 16:35:38,TweetDeck,126,6,0.044444444444444446,wpositive,"Nike, Apple"
sadly yes The boys should be tough Hurts has to go underneath,1441440658883891203,89,2021-09-24 16:33:28,TweetDeck,19,1,0.4,positive,None
I just watched this guy Tray on Youtube who seems to talk about stocks He was quite complimentary of me and i can t thank him enough He reminds me of Kramer on Seinfeld albeit less insightful But i appreciate the tens of thousands of viewers Tray has sent me,1441440483029524480,264,2021-09-24 16:32:46,TweetDeck,886,43,-0.375,negative,None
I am many things but coward that s never really been my hallmark What s good today is there s been no homophobic attacks no pornography and no scatological attacks BUT i continue to recognize that there are fewer and fewer of you and you are just making up many names,1441435739779129346,296,2021-09-24 16:13:55,TweetDeck,85,1,0.16,wpositive,None
My wife had to sell all of her stock years ago because of the show Where do you talk stocks weakly,1441434897525063683,124,2021-09-24 16:10:34,TweetDeck,150,4,0.01666666666666668,wpositive,None
why do you say this We just have a situation where people think the estimates are too high Nothing nefarious at all,1441433871095148545,142,2021-09-24 16:06:30,TweetDeck,23,0,0.2,wpositive,None
Listen unless you are Jane Goodall it isn t sad This is what is happening the great engines of growth that were AMC and GME are now done So the primates have turned to pumping and dumping small caps They will soon be gone all together They will soon be sports betting,1441433225901985805,295,2021-09-24 16:03:56,TweetDeck,83,7,0.06875,wpositive,None
Thanks so much for getting it,1441432594726494208,54,2021-09-24 16:01:25,TweetDeck,37,1,-0.2,wnegative,None
look we all see your pump and dumps but i call them out for the SEC to see them I don t own stock stock so i can t dump anyway Plus we now have an SEC that is not going to look the other way anymore,1441431774270263297,225,2021-09-24 15:58:10,TweetDeck,61,3,0.4,positive,None
three firms cut numbers price targets Micron and it is one of the few semiconductor stocks that is up,1441431228838678542,104,2021-09-24 15:56:00,TweetDeck,50,2,-0.0625,wnegative,None
last night i mentioned the great Jimmy from the Summit Dinner well here you go,1441413652767076353,105,2021-09-24 14:46:09,Twitter for iPhone,319,9,0.0,neutral,None
amidst the blood libel sodomy and usual jon stewart clips i am beginning to see some actual tweets that are constructive even if critical I am predicting that in one month we will be back to what twitter used to be,1441401043980484620,217,2021-09-24 13:56:03,TweetDeck,129,8,0.3,wpositive,None
i want libel to be policed as it is everywhere else this is not a greyhound bus Which classes did you take at law school,1441400560557588482,147,2021-09-24 13:54:08,TweetDeck,46,1,-0.2888888888888888,wnegative,None
awesome job i have to believe that there is a criminal investigation going on and that it has been referred to Justice I don t know how else to interpret this letter,1441400100031541249,186,2021-09-24 13:52:18,TweetDeck,32,6,-0.08571428571428572,wnegative,None
Tether is the black hole of crypto and the crypto bulls should want to have it open the kimono Not all regulation is bad,1441399745226985472,123,2021-09-24 13:50:53,TweetDeck,360,40,0.6000000000000001,spositive,None
RT Got SEC responses to FOIA requests I submitted for info on Tether and Tether Operations Limited Withheld because o,1441399305475088384,140,2021-09-24 13:49:08,TweetDeck,0,127,0.0,neutral,None
this was an AMAZING interview UncontrolledSpread A must read thinking about the tens of thousands who died who didn t have to die here,1441393989836546048,169,2021-09-24 13:28:01,TweetDeck,210,41,0.0,neutral,None
thank you,1441392611080556546,34,2021-09-24 13:22:32,TweetDeck,33,3,0.0,neutral,None
Costco call me a buyer,1441392355639271424,22,2021-09-24 13:21:32,TweetDeck,196,6,0.0,neutral,Costco
Nike not going there,1441391359278059520,21,2021-09-24 13:17:34,TweetDeck,72,4,0.0,neutral,Nike
Is the PRC worried about Tether Or are they just going to have show trials for crypto maniacs,1441357076161183757,94,2021-09-24 11:01:20,TweetDeck,60,5,0.0,neutral,None
Primates pumping and dumping FCUV today Focus Universal Please do not get hurt,1441356863467974664,84,2021-09-24 11:00:30,TweetDeck,63,3,0.8,spositive,None
Is there anything that hurts the case of crypto if you are a crypto bull,1441356144090492928,73,2021-09-24 10:57:38,TweetDeck,773,33,0.0,neutral,None
crypto bulls already saying that this is great for crypto because no longer dependent on PRC and miners will go elsewhere,1441355326406619146,146,2021-09-24 10:54:23,TweetDeck,96,14,0.0,neutral,None
PRC plays role of FDIC in Evergrande But will they Re educate the team at the top I think so Xi still overreached so Taiwan vulnerable,1441348477590540299,142,2021-09-24 10:27:10,TweetDeck,44,4,0.0,neutral,None
After last night i would take Herschel over Ingram,1441347081507983361,77,2021-09-24 10:21:37,TweetDeck,35,1,-0.0875,wnegative,None
News Items by John Ellis newsitems com focuses on leftward lurch of Germany potential billionaire purge They are on the run everywhere and the like the Pope in Stalin s time have no divisions,1441346844345331715,205,2021-09-24 10:20:41,TweetDeck,15,2,0.265625,wpositive,None
the PLA sent 24 warplanes into Taiwan air space last night I continue to monitor this situation as the most dangerous systemic risk out there No better way to keep peoples minds off of Evergrande than to strike against close by islands of Taiwan,1441346028070862850,249,2021-09-24 10:17:26,TweetDeck,387,48,-0.25,wnegative,None
Citi needs to read Rich Galanti s comments a little closer They want this trend to happen because as Rich always says they are top lined focused,1441343532980006916,172,2021-09-24 10:07:31,TweetDeck,21,1,0.0,neutral,None
As someone who used to write the class rankings by professor at Harvard i can tell you that the subjectivity to these things is worthless But fun to write,1441343156977430535,182,2021-09-24 10:06:02,TweetDeck,21,1,0.39999999999999997,positive,None
The Nucor stock hit explained by my partner,1441342860725350404,86,2021-09-24 10:04:51,TweetDeck,42,1,0.19999999999999998,wpositive,None
Fascinating stuff about Lilly v Regeneron pages 300 319 and drug development VITAL for all portfolio managers to read Uncontrolled Spread Monday,1441341846282588165,187,2021-09-24 10:00:49,TweetDeck,24,4,0.0,neutral,None
i took a lot of heat for the last month saying it was a matter of time before Xi banned crypto But here we go How much Chinese paper does Tether own Tell us Tether,1441335824797159436,169,2021-09-24 09:36:54,TweetDeck,788,83,0.125,wpositive,None
BINGO,1441335614117343241,29,2021-09-24 09:36:03,TweetDeck,68,11,0.022222222222222213,wpositive,None
i thought the same thing Xi overreached First mistake he has made,1441335574825111554,101,2021-09-24 09:35:54,TweetDeck,6,1,0.0,neutral,None
If they sell costco down be ready to buy it,1441335409124921344,44,2021-09-24 09:35:14,TweetDeck,184,13,0.11249999999999999,wpositive,None
Re invoking my no play Thursday night NFL FF rule I had cut Ingram Eying Quez,1441310445378281477,84,2021-09-24 07:56:03,TweetDeck,23,2,-0.3458333333333333,negative,None
Thank you to all the good people who have been wading through the mentions cesspool to offer constructive criticism and not just comment on the usual mental breakdowns that i have been hearing about since i was in my crib as a two year old,1441310213039017996,242,2021-09-24 07:55:07,TweetDeck,247,8,0.48333333333333334,positive,None
one of the myriad reasons why Uncontrolled Spread must be read is to realize that our CDC was so painfully poorly run we should have just given it to Johns Hopkins Gottlieb does it all with facts NOT with invective Hard for me to resist,1441309266539794437,287,2021-09-24 07:51:22,TweetDeck,122,21,0.28,wpositive,None
I am getting pretty impressed with the way BENZ is going ev There s plenty to go around for Tesla but there s a real commitment here,1441308434092081158,134,2021-09-24 07:48:03,TweetDeck,99,5,-0.4,negative,Tesla
Uber Eats ad more interesting than 93 4 percent of this game I like Uber here but Doordash is better Sell Toast It is worth a fraction of what it is selling for,1441223645569773574,164,2021-09-24 02:11:08,TweetDeck,179,7,0.12249999999999998,wpositive,None
I would rather read the Dutch Bros prospectus than watch the rest of this game,1441223217767665664,79,2021-09-24 02:09:26,TweetDeck,526,17,0.0,neutral,None
Nike China very weak Vietnam factories amazingly bad Kind of Fedex like It s not Uncontrolled Spread but it aint good I expect most of the analysts to defend it until the end though because well it is Nike,1441221971312668683,217,2021-09-24 02:04:29,TweetDeck,119,14,0.2916666666666667,wpositive,Nike
Nike quarter makes me yearn for LULU and even AEO,1441221035391537153,51,2021-09-24 02:00:46,TweetDeck,101,7,-0.17222222222222222,wnegative,Nike
then i better not upset them anymore because the more they will lose Other than the pump and dumps and the waiting for Godot Cohen what else do they have They were all playing MCC too I think i will go to the Zoo this weekend and weep for these guys,1441220853782380545,279,2021-09-24 02:00:02,TweetDeck,33,1,-0.15555555555555559,wnegative,None
that s what i was thinking of doing But this is too much fun I will get tough when i have to I am just watching these short timers self destruct as they realize that their meager life savings are in GME calls and AMC calls and Dogecoin Veritable Fort Knox portfolios,1441219406617460739,299,2021-09-24 01:54:17,TweetDeck,108,6,-0.2,wnegative,None
Rage i am having a blast Rage is for guys who need to be taken down pronto This is sport LanatheInvestor Oh like in out of the money GME calls,1441218457245077510,176,2021-09-24 01:50:31,TweetDeck,132,5,0.625,spositive,None
Nike cocky,1441218116009275392,11,2021-09-24 01:49:10,TweetDeck,103,5,0.3333333333333333,positive,Nike
Costco call remarkable This will be some year for them They know how to order better than anyone in the world,1441218082672947202,113,2021-09-24 01:49:02,TweetDeck,248,9,-0.10000000000000002,wnegative,Costco
thank you Guy And i want to interact with that silent majority re tweet their constructive thoughts and criticisms and stop having my kids be frightened and my wife regretful I love this business and i want to help people I make mistakes but i love the interplay,1441198517893009429,302,2021-09-24 00:31:17,TweetDeck,119,5,0.2638888888888889,wpositive,None
But you know what I miss the good people whom i used to interact before these pathetic parodies of human minds ascended from the gates of hell Well now that i know they are going broke and just care about Gamestop and pump and dump schemes I will end their tyranny NOW,1441197235115462658,272,2021-09-24 00:26:11,TweetDeck,538,21,0.36875,positive,None
once upon a time before i told people to sell gamestop at 400 from my hospital bed no less i enjoyed a ten year relationship here I read and responded to so many good people Then these cretins came in en masse and decided they could wreck the dialogue Destroy it,1441196880487141376,266,2021-09-24 00:24:47,TweetDeck,610,17,0.22499999999999998,wpositive,None
The going broke primates are incredible They actually think i am pointing out the horrendous acts because I want sympathy If i want sympathy i will play with Marley Grow up I want NOTHING other than to stop the lies and sodomy jokes that are driving the good people away,1441196294777630725,274,2021-09-24 00:22:27,TweetDeck,151,2,0.25,wpositive,None
Mr KnowtyOurLlama you must really be living under a mushroom Do you think i haven t Do you think i haven t multiple times You think i haven t worked with every law enforcement entity there is You better figure out what s really going on Knottyproblem you,1441195902559870981,284,2021-09-24 00:20:53,TweetDeck,38,2,0.4,positive,None
first days of fall harvest,1441176849288159235,52,2021-09-23 23:05:11,Twitter for iPhone,1335,19,0.0,neutral,None
Dear Mr TheWeedFather i am so thankful for your interest in my well being and that you think the death threats and the sodomy jokes and the rape suggestions aren t worth fretting about Mr Weed Dad what would you do if we did it to you Chill feels better already Thank you,1441159198423748614,302,2021-09-23 21:55:03,TweetDeck,111,8,0.3181818181818182,positive,None
for FFers i have one word Quez,1441153113331744772,32,2021-09-23 21:30:52,TweetDeck,41,3,0.0,neutral,None
top gives us a new look at this rally,1441152578411061255,40,2021-09-23 21:28:44,TweetDeck,58,4,0.0,neutral,None
Primates of the world you haven nothing to lose but the rest of your money So take some profits and gamble them on double zero at the casino,1441150638239457280,142,2021-09-23 21:21:02,TweetDeck,645,35,0.5,positive,None
what a piece we have on oil tonight,1441147410433011716,37,2021-09-23 21:08:12,TweetDeck,141,5,0.0,neutral,None
tonight s show is smoking You will love these interviews,1441144462462185479,59,2021-09-23 20:56:29,TweetDeck,163,4,0.14571428571428574,wpositive,None
remember works big here,1441125844345229319,30,2021-09-23 19:42:30,TweetDeck,94,4,0.19999999999999998,wpositive,None
i used to read every single tweet and respond to so many of them and then it became one big pornographic libel fest and i am not going to take it anymore I have more energy then all of these losers and they are losing combined,1441123292706902016,227,2021-09-23 19:32:22,TweetDeck,755,17,0.5,positive,None
Here s what i am trying to accomplish I want all my nice constructive followers to go after those who threaten me and libel me and my family and destroy their feeds Then i will go to twitter and get them banned They are on the run now Let s bury them Take no prisoners,1441123034937520141,299,2021-09-23 19:31:20,TweetDeck,139,5,-0.3238095238095238,negative,None
RT U S COMMERCE SECRETARY SAYS IT IS TIME TO GET MORE AGGRESSIVE ON SEMICONDUCTOR CHIPS SHORTAGE REUTERS INTERVIEW COMMERC,1441122053365633024,140,2021-09-23 19:27:26,TweetDeck,0,64,0.0,neutral,None
wow glragnarok i am a masochist but i do have a degree of dignity so i would not make pictures of me wearing elizabethan collars in horrendous disgusting pics I think tonight i will have a Glagnarok single malt two cubes and maybe a beer chaser,1441121999904907273,274,2021-09-23 19:27:14,TweetDeck,43,3,0.0,neutral,None
As i said in my conference call do not expect fireworks from Costco we already know from its last two monthly calls that it is doing well,1441121219886133257,163,2021-09-23 19:24:08,TweetDeck,30,2,0.25,wpositive,Costco
my wife took one of these non electric babies at 200 miles an hour in side streets in Italy,1441121008103002115,116,2021-09-23 19:23:17,TweetDeck,63,0,-0.4333333333333333,negative,None
UPS is doing much better than Fedex and i being punished with the same brush that s my takeaway from that interview,1441120831313113104,119,2021-09-23 19:22:35,TweetDeck,80,11,-0.5625,negative,None
i know you do not support rape and sodomy and libel and death threats you did not create twitter for that I know you do not need the DAUs that badly Have people use real names End the charade and the hate,1441097508524986377,216,2021-09-23 17:49:54,TweetDeck,100,6,-0.38125,negative,None
will you please help me get rid of the libel and the sodomy and the rape and the lies that these people who call themselves apes keep suggesting I will pay you what you suggest to get rid of endless libel and horrendous homophobia and miserable misogny,1441097194249936907,259,2021-09-23 17:48:40,TweetDeck,22,3,-0.20833333333333334,wnegative,None
No giveityourbest I m not whining I have kids who have to read endless lies and graphic sodomy cartoons they have to wade through a cesspool of suggested rape The Secret Service would visit every one of these villains if i were president So would the FBI Give it your worst,1441096657643323395,304,2021-09-23 17:46:32,TweetDeck,64,2,0.16666666666666666,wpositive,None
I agree I principally care about the endless attempts at thinking sodomy and rape are hilarious and the horrendous homophobia and hatred of women Twitter should assign one person just to delete the horrible sodomy and blood libel,1441096073804587010,256,2021-09-23 17:44:12,TweetDeck,46,4,0.9099999999999999,spositive,None
these companies re invent themselves constantly so the answer is most likely yes,1441095293047488519,104,2021-09-23 17:41:06,TweetDeck,45,3,0.11666666666666664,wpositive,None
very good question thank you,1441095114730860558,55,2021-09-23 17:40:24,TweetDeck,36,0,-0.09000000000000004,wnegative,None
I don t think that people understand the First Amendment it does not protect those who want to maim or kill or bully or ruin lives It does not protect libel that you know is false It does not protect most of my mentions It s a shame that Twitter doesn t get called out on this,1441094870433599493,280,2021-09-23 17:39:26,TweetDeck,603,27,0.0,neutral,None
There is no free speech for racism for genocide for suggesting sodomy and rape No free speech for violent homophobia As someone studied con law were you in my class with Elena i am pretty sure you don t know jack about the founding fathers,1441094482854776847,272,2021-09-23 17:37:53,TweetDeck,137,9,0.6,positive,None
Wynn tonight questions please,1441093751439384577,31,2021-09-23 17:34:59,TweetDeck,200,6,0.0,neutral,None
We love wfc jpm looking good too,1441063871179935751,38,2021-09-23 15:36:15,TweetDeck,131,4,-0.009595959595959616,wnegative,None
Call starts now,1441063388054966277,42,2021-09-23 15:34:20,TweetDeck,60,7,0.5,positive,None
RT The Fed FB BA and Evergrande breaks down the markets live,1441041158185099264,116,2021-09-23 14:06:00,TweetDeck,0,13,0.15,wpositive,None
RT Today on TheStreetLive with Evergrande The Fed Cramer s message to Mark Zuckerberg Much more Strea,1441041141080764417,140,2021-09-23 14:05:55,TweetDeck,0,3,0.1,wpositive,None
Delta slowing country just enough to keep Powell s view logical and reasonable,1441038517333860353,79,2021-09-23 13:55:30,TweetDeck,229,17,0.0,neutral,None
RT Bitcoin has appreciated 315 over the last 12 months,1441038333396856833,69,2021-09-23 13:54:46,TweetDeck,0,229,0.5,positive,None
I am trying to save the primaters from themselves KrisB I covered a nuclear power accident Three Mile Island now that was a meltdown Stay focus Budhram,1441033288504774661,183,2021-09-23 13:34:43,TweetDeck,86,3,-0.5,negative,None
ears burning talked about too many boosters,1441031427420790789,63,2021-09-23 13:27:20,TweetDeck,5,1,0.11818181818181818,wpositive,None
overreaches Toast is too expensive how about Tesla v Fisker,1441028164344549377,70,2021-09-23 13:14:22,TweetDeck,3,0,0.0,neutral,Tesla
RT Nodding my head along in agreement so far listening s new book Uncontrolled Spread I d forgotten we are,1441001130541076488,140,2021-09-23 11:26:56,TweetDeck,0,15,-0.18833333333333335,wnegative,None
Primate alert looks like they are pumping and dumping DBGI Digital Brands Group today,1441001076061261824,90,2021-09-23 11:26:43,TweetDeck,172,8,0.6,positive,None
Here s what s wrong with social media The endless sodomy jokes the tragic attacks on the LGBT community and the suggestions of violence to me and my family because i said sell GME at 400 Twitter dies if this continues just like democracy dies without a free press,1440996190083067904,268,2021-09-23 11:07:18,TweetDeck,1918,102,-0.3125,negative,None
Does your mommy or your kids know you go buy boatsandhoes Does your racist and misogyny impress your friends and daughters and their friends I can t own stocks so i don t see me pumping and dumping like you do boatsandhoes Unleash the hounds I want this man spammed now,1440995786070888452,303,2021-09-23 11:05:42,TweetDeck,125,1,0.5,positive,None
Here s my view OTCMOSTWANTED i think you mean you re not your I like and he will be speaking at my conference in seven days I need you to focus on spelling today,1440995274357448707,205,2021-09-23 11:03:40,TweetDeck,122,4,-0.12,wnegative,None
I coached soccer for seven years we won a lot of games Did they pay me to win soccer mom Was I on the take to the Summit Hilltoppers I am owned by no one That s really the issue isn t it You want to me to be owned by GME,1440994662001614854,259,2021-09-23 11:01:14,TweetDeck,92,5,0.08888888888888888,wpositive,None
As a reader of Uncontrolled Spread page 230 in prep of you coming on i feel that our political divisions will put us near dead to last in the end even though we created these Makes me so angry,1440981327243796480,255,2021-09-23 10:08:15,TweetDeck,88,12,0.07500000000000002,wpositive,None
Not unreasonable Lithium is going to come down big as we develop our own source watch last night s show about Standard Lithium SLI Arkansan lithium,1440980917774848000,176,2021-09-23 10:06:37,TweetDeck,121,20,0.3333333333333333,positive,None
does Xi ever worry that the container issue is so bad that the U S will finally wise up an build things here Or is he betting on our continued shortsightedness and profit hungry rapacious capitalism Does he laugh at us daily do you think I do,1440973563922685954,259,2021-09-23 09:37:24,TweetDeck,10,0,0.49333333333333335,positive,None
another fabulous report so Xi bailed out the homeowners and the wealth management investors but the wealthier in the ranks Nothing so far Xi overstepped here He couldn t afford to ruin so many peoples finances,1440973254601199617,227,2021-09-23 09:36:10,TweetDeck,15,3,0.19999999999999998,wpositive,None
KBHomes with a very nice summary of all of the issues facing millennials and housing last night Good read,1440964010757824512,107,2021-09-23 08:59:26,TweetDeck,103,5,0.4666666666666666,positive,None
Is there any data that can be kept private in china When will the PRC simply outlaw crypto if they want this kind of data about you from Ant,1440960455653171207,181,2021-09-23 08:45:19,TweetDeck,1,0,-0.29285714285714287,wnegative,None
you are the best thanks now i can sleep Quez will stay on my squad but Sanders starts thank you so much,1440873201605742592,145,2021-09-23 02:58:36,TweetDeck,13,0,0.0,neutral,None
one thing is for certain the CDC reminds me of the CDC in season one and two worthless Uncontrolled Spread,1440866615126630400,146,2021-09-23 02:32:25,TweetDeck,36,3,0.5,positive,None
Uncontrolled Spread is a total page turner Andromeda Strain like No heroes yet still reading,1440865024432607232,120,2021-09-23 02:26:06,TweetDeck,58,2,0.7,spositive,None
RT Thank you Jim And I haven t forgotten your excellent question recently Answers coming soon And for your,1440863352805265409,139,2021-09-23 02:19:27,TweetDeck,0,2,0.025,wpositive,None
good reassuring piece by a hardnosed observer,1440862166589100034,70,2021-09-23 02:14:45,TweetDeck,68,5,-0.25,wnegative,None
would you ever go with Quez betting the Boys get so far ahead that the long ball is the way Hurts goes Or stick with Sanders Quez has a Diggs feel to me,1440859201434275845,191,2021-09-23 02:02:58,TweetDeck,8,0,0.0,neutral,None
still gruesome but better,1440858841542008832,49,2021-09-23 02:01:32,TweetDeck,30,6,0.0,neutral,None
Do we play Mooney,1440858617406803968,42,2021-09-23 02:00:38,TweetDeck,24,2,0.0,neutral,None
gamer,1440858558736838656,29,2021-09-23 02:00:24,TweetDeck,80,3,0.29642857142857143,wpositive,None
Unity may be the ultimate pick and shovel gaming metaverse play save Nvidia,1440858373390471169,76,2021-09-23 01:59:40,TweetDeck,415,31,0.12666666666666665,wpositive,None
I think you should all go back and watch my U interview tonight as this might be the most important company of this tech era Unity Cathie Wood is RIGHT,1440852884908920833,156,2021-09-23 01:37:52,TweetDeck,649,44,-0.09375,wnegative,None
You know what s incredible These loser cowards who hide behind moronic names and use a lot of emogies are now starting to realize their wells are running dry and they will soon have to get jobs and go to work like the rest of us Chillman is ready to help move them on,1440851251743297537,269,2021-09-23 01:31:22,TweetDeck,586,28,-0.03418367346938776,wnegative,None
Can i ask people who names themselves after Scooby Doo or MeStupid or Iknownothing or Iammoondog Do these people even know how little money they have left after all of their option trading and pumping and dumping,1440850783768039430,221,2021-09-23 01:29:31,TweetDeck,246,19,0.07500000000000001,wpositive,None
NO I said they are whole wheat toast the kind that caught fire The poor primates have become prisoners of their own GME obsession and endless trading Jimmy Chill smells blood and is sick and tired of the libel so he is playing offense now,1440850310180872192,267,2021-09-23 01:27:38,TweetDeck,51,2,-0.4,negative,None
Wow ScoobyFreakinDoo weighs in Jimmy Chill always wants to know what SFD is thinking I guess you have done some sort of vulcan mind meld with Ryan Here s what you need to know They didn t call me back What are they hiding Everyone calls me back get it Scoobs,1440849838749454336,291,2021-09-23 01:25:45,TweetDeck,77,2,-0.08333333333333333,wnegative,None
turtle s got game,1440848706786533376,41,2021-09-23 01:21:16,TweetDeck,117,9,0.20555555555555557,wpositive,None
It is NOT a big deal if you care about your stakeholders It is a big deal if you are not truthful about your belief in helping your associates,1440848347716374530,170,2021-09-23 01:19:50,TweetDeck,63,7,1.0,spositive,None
Scott you confuse me I talk to Adam Aron a great deal is speaking at my corporate governance conference in ten days Lose that thought GME They don t have the dignity to call or write me back after i was such a strong supporter I want that story told Chill,1440816965812035591,300,2021-09-22 23:15:08,TweetDeck,89,4,-0.2,wnegative,None
Trey s Subway Cup I had a delightful call with my wife and the staff today and maybe one day you can lose that embarrassing and moronic name,1440816226037481472,166,2021-09-22 23:12:12,TweetDeck,317,17,0.22666666666666666,wpositive,None
i am not allowed to own stock and you are the worst quarterback in the NFL,1440815886395342864,98,2021-09-22 23:10:51,TweetDeck,229,9,0.1,wpositive,None
Do you know why you are nobody important Because you will look back with tremendous regret that you wrote this I feel so sorry for you and your incredible lack of self esteem Jimmy Chill is in the house to say you need help and you need it now Please get help,1440815751309377549,289,2021-09-22 23:10:18,TweetDeck,215,5,0.7,spositive,None
RT Again having taken frequently to task over the decades Congratulations to them on the example they have set i,1440815145907675148,140,2021-09-22 23:07:54,TweetDeck,0,25,0.13636363636363635,wpositive,None
How great is that Unity story I think it is going to be a must own,1440815035350073350,70,2021-09-22 23:07:28,TweetDeck,193,7,0.15,wpositive,None
RT On Thursday Sept 23 at 5 00 p m ET joins to discuss his new book Uncontrolled Spread Why C,1440785209096474629,140,2021-09-22 21:08:57,TweetDeck,0,10,-0.4318181818181818,negative,None
Here s what the primates do when they aren t pumping and dumping the morning dross They see that Gamestop and AMC aren t up much so in the last few minutes they buy a lot of calls so the stocks go higher and they sleep better,1440756278020558858,227,2021-09-22 19:13:59,TweetDeck,427,42,0.0,neutral,None
i know it seems cruel but when i heard about Toast today a new ipo all i could think about was how the apes are toast,1440755953930964995,123,2021-09-22 19:12:42,TweetDeck,703,41,-0.059999999999999984,wnegative,None
time to heckle Jay,1440747432661295115,19,2021-09-22 18:38:50,TweetDeck,213,17,0.0,neutral,None
at least Jay took my solution nice primates Jay is the head of the Federal Reserve which you have to google to learn more about It is never too late to not be stupid,1440741600582242317,171,2021-09-22 18:15:39,TweetDeck,194,7,0.125,wpositive,None
soon we will have another edition of Heckle Jay,1440740213211287560,50,2021-09-22 18:10:09,TweetDeck,74,3,0.0,neutral,None
